customer_message,brand_reply,true_intent,should_escalate,reply_checklist,human_grounded,human_relevant,human_tone,thread_id
is fake af for taking Take Care away.... help!!!! 😭😭,"Hey Jordyn, sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /TF",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2557535
"Hey JU, I just uninstalled and reinstalled the Spotify app on my iPhone and it didn't play .",That's odd. Can you DM us your username or email address so we can take a closer look? /JU,playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,1771353
any plans for an Apple Watch app? Please 🙏.,Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /NQ,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1942076
Bisa tolong dibalikin ke premium ga ya min? Aku saya jadi free,Hey there! We've just sent a DM your way. Let's carry on chatting there /PB,billing_subscription,escalate,Acknowledge charge issue; do NOT promise refund; direct to billing team; give timeline expectation,,,,2349641
I'll be sure to check often to see if you guys launch in Namibia👌,"That's what we like to hear! If you need anything else, just shout and we'll come running /DF",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2190947
you charged me 4.99 and I still have ads and no skips. What's up with that. Dm me.,Hey there! We're unable to send first DMs here. Could you send us a DM with your account's username or email address instead? /DB,billing_subscription,escalate,Acknowledge charge issue; do NOT promise refund; direct to billing team; give timeline expectation,,,,1891924
Why aren't you releasing the app in india?? Come on man ...have been waiting for months now😑😑,Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: /DF,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,704761
...and I'm not aware of a certain update causing this. Switching to High quality downloads was the change that seemed to cause it.,Can you try logging out > restarting your device > logging back in? Let us know if that makes a difference /RH,playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,186182
Yes. It resets my ad timer and makes me wait again.,Got it. Best thing to try here is a reinstall. Just follow the steps at Let us know how it goes /KL,playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,930001
when is iPhone X compatibility coming 😭😭😭,"Hey there! We don't have info to share about this right now, but we'll be sure to keep everyone updated /AR",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2721697
Why is Good Riddance marked explicit okkn #Spotify,"Hey there! We don't have any info on this right now. If you ever need anything else, just shout and we'll come running 🏃 /KL",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2646381
"I would but I don't wanna pay for Spotify AND Hulu.. I thought that if you're paying for Spotify, Hulu is free but I guess not.",1: Hey! Students in accredited colleges in the U.S. can apply for the student discount ($4.99) with Hulu access for no additional cost.,billing_subscription,escalate,Acknowledge charge issue; do NOT promise refund; direct to billing team; give timeline expectation,,,,1945073
is this the right place to ask for support with the Spotify playstation 4 application?,"Hey Lou! Don't worry, help's here. Let us know what's going on. We'll see what we can suggest /JU",other,auto_handle,Answer the specific question; point to help center if unsure,,,,611843
Am using up to date version of Spotify on my Google Pixel phone with EE. It's the only thing I use it on & takes up 75% of my mob memory 😶,Got it. Can you also fire over your account's email address or username via DM? We'll take a look backstage /RC,playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,1061640
Unprivating so can help me. Hello please help me </3,"Hey Priscilla! What's up? We didn't do something wrong, did we? Let us know what's happening exactly and we'll see how we can help /JP",other,auto_handle,Answer the specific question; point to help center if unsure,,,,1150050
"Hello, I've tried to tell my problem from the website but until now I can't get my premium account back, I still can't logged in to my account :(",Thanks for the info. Can you DM us your account's email address? We'll take a look backstage and see what we can suggest /NY,account_access,escalate,Acknowledge login issue; suggest password reset or account recovery; escalate if unresolved,,,,44427
When will it be available??,"We don't have any info on this right now, but we'll have it available to you as soon as it’s available to us /AN",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2265061
Your refusal to allow explicit filtering = my refusal to use your service #appdeleted #cancelspotify,"Hi David! We hear you loud and clear. Rest assured, your feedback will be passed on to the right folks /JI",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,450060
updaaaate please!,Hi Karlo! What seems to be the issue? Are you having any issues with the app? We'll see what we can suggest /NY,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1730848
"Oh snap, it's not just me then!","Yes. Support the idea - help us let our devs know it's something you'd like to see. For now, give us a shout if there's anything else /GT",other,auto_handle,Answer the specific question; point to help center if unsure,,,,871308
"but it's been requested for years now, what's the point?",Our Devs team will check your votes and keep you updated on any news in the link we sent. Tweet us if you need more help /EA,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,66014
It’s been like 10 days.. no info.,"We don't have a release date yet, but rest assured our developers are on it. Watch out for it! Give us a shout if there's anything else /RE",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2382572
"Desktop app isn't playing songs, but it's playing on my phone. I have restarted and uninstalled the app with no joy","Hey there, help's here! Can you let us know your desktop's OS and the version of Spotify it's currently rocking? It'd also be super helpful if you could provide a screenshot of what you're seeing. Keep us in the loop /AV",playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,173646
"It really, really sucks that and aren't on .","Hey Neal! We’d love to have all of their stuff available, but we have some info about content here: /JX",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,806556
"no, it did not work and I'm in misery for it.","Don't worry, we're not giving up yet. Can you tell us what device/OS you're using? We'll see what else we can suggest /RR",playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,871326
Account name: sjoerd.jobse34,Thanks. Could you DM us the best email address we can contact you on? /RH,account_access,escalate,Acknowledge login issue; suggest password reset or account recovery; escalate if unresolved,,,,2312884
